"EmpId","Attrition","StandardHours","HourlyRate","MonthlyIncome","PercentSalaryHike","StockOptionLevel","Age","DistanceFromHome","Education","EducationField","Gender","MaritalStatus","BusinessTravel","Department","JobLevel","JobRole","JobSatisfaction","NumCompaniesWorked","PerformanceRating","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","OverTime","MonthlyIncomeBins","EducationBins","JobSatisfactionBins","WorkLifeBalanceBins"
100132,"No",200,46,9208,11,0,50,12,3,"Marketing","Female","Single","Travel_Frequently","Sales","3","Sales Executive","4",4,"3",16,"3","3",2,2,2,1,"No","8K-12K","Bachelor","Very High","Better"
100133,"Yes",200,23,4559,11,1,31,20,3,"Life Sciences","Female","Married","Travel_Rarely","Sales","2","Sales Executive","3",3,"3",4,"2","3",2,2,2,2,"Yes","3K-5K","Bachelor","High","Better"
100134,"No",200,41,8189,13,1,41,9,1,"Life Sciences","Male","Divorced","Travel_Rarely","Sales","3","Sales Executive","3",3,"3",12,"2","3",9,7,0,7,"Yes","8K-12K","Below College","High","Better"
100135,"No",200,15,2942,23,1,26,25,1,"Life Sciences","Female","Married","Travel_Rarely","Human Resources","1","Human Resources","3",1,"4",8,"3","3",8,7,5,7,"No","0-3K","Below College","High","Better"
100136,"No",200,25,4941,20,2,36,6,2,"Medical","Male","Divorced","Travel_Rarely","Research & Development","2","Manufacturing Director","2",6,"4",7,"0","3",3,2,0,1,"No","3K-5K","College","Medium","Better"
100137,"Yes",200,53,10650,15,0,51,8,4,"Life Sciences","Male","Single","Travel_Frequently","Research & Development","3","Manufacturing Director","4",2,"3",18,"2","3",4,2,0,3,"No","8K-12K","Masters","Very High","Better"
100138,"No",200,30,5902,14,1,39,4,4,"Life Sciences","Female","Married","Travel_Rarely","Sales","2","Sales Executive","3",4,"3",17,"1","4",15,11,5,9,"No","5K-8K","Masters","High","Best"
100139,"No",200,43,8639,18,0,25,28,3,"Life Sciences","Male","Married","Travel_Rarely","Sales","2","Sales Executive","3",2,"3",6,"3","3",2,2,2,2,"No","8K-12K","Bachelor","High","Better"
100140,"No",200,32,6347,19,0,30,9,3,"Human Resources","Male","Married","Travel_Rarely","Human Resources","2","Human Resources","4",0,"3",12,"2","1",11,9,4,7,"Yes","5K-8K","Bachelor","Very High","Bad"
100141,"Yes",200,21,4200,22,0,32,9,3,"Medical","Female","Single","Travel_Rarely","Research & Development","1","Laboratory Technician","1",7,"4",10,"2","4",5,4,0,4,"No","3K-5K","Bachelor","Low","Best"
100142,"No",200,17,3452,13,0,45,29,3,"Medical","Male","Single","Travel_Rarely","Research & Development","1","Research Scientist","4",5,"3",9,"2","2",6,5,0,3,"No","3K-5K","Bachelor","Very High","Good"
100143,"No",200,22,4317,20,0,38,3,5,"Technical Degree","Female","Single","Travel_Rarely","Research & Development","2","Research Scientist","3",3,"4",19,"2","3",3,2,2,2,"Yes","3K-5K","Doctor","High","Better"
100144,"No",200,13,2632,14,0,30,18,3,"Life Sciences","Female","Single","Travel_Rarely","Research & Development","1","Research Scientist","3",1,"3",5,"4","2",5,4,0,4,"No","0-3K","Bachelor","High","Good"
100145,"No",200,23,4668,17,3,32,9,2,"Medical","Male","Divorced","Travel_Frequently","Sales","2","Sales Executive","4",0,"3",9,"2","4",8,7,0,7,"No","3K-5K","College","Very High","Best"
100146,"No",200,16,3204,14,1,30,5,3,"Technical Degree","Female","Divorced","Travel_Rarely","Research & Development","1","Research Scientist","1",5,"3",8,"3","3",3,2,2,2,"No","3K-5K","Bachelor","Low","Better"
100147,"No",200,14,2720,13,0,30,2,1,"Medical","Male","Single","Travel_Rarely","Research & Development","1","Laboratory Technician","4",0,"3",6,"3","3",5,3,1,2,"No","0-3K","Below College","Very High","Better"
100148,"No",200,86,17181,13,1,41,10,3,"Life Sciences","Male","Divorced","Travel_Frequently","Research & Development","4","Manager","1",4,"1",21,"2","2",7,6,7,7,"No","12K+","Bachelor","Low","Good"
100149,"No",200,11,2238,21,1,41,9,4,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","1","Laboratory Technician","1",2,"4",7,"2","3",5,0,1,4,"No","0-3K","Masters","Low","Better"
100150,"No",200,7,1483,14,0,19,3,1,"Medical","Female","Single","Travel_Rarely","Research & Development","1","Laboratory Technician","2",1,"2",1,"3","3",1,0,0,0,"No","0-3K","Below College","Medium","Better"
100151,"No",200,28,5605,11,1,40,26,3,"Medical","Female","Divorced","Travel_Frequently","Research & Development","2","Research Scientist","2",1,"3",20,"2","3",20,7,2,13,"No","5K-8K","Bachelor","Medium","Better"
100152,"No",200,36,7295,13,2,35,1,5,"Marketing","Male","Married","Travel_Rarely","Sales","3","Sales Executive","2",1,"3",10,"3","3",10,8,0,6,"No","5K-8K","Doctor","Medium","Better"
100153,"No",200,12,2306,20,1,53,6,2,"Marketing","Male","Married","Travel_Rarely","Sales","2","Sales Representative","3",2,"4",13,"3","1",7,7,4,5,"Yes","0-3K","College","High","Bad"
100154,"No",200,12,2348,18,1,45,9,3,"Life Sciences","Male","Divorced","Travel_Rarely","Research & Development","2","Laboratory Technician","2",8,"3",20,"2","1",17,9,0,15,"No","0-3K","Bachelor","Medium","Bad"
100155,"No",200,45,8998,14,0,32,8,3,"Marketing","Female","Single","Travel_Frequently","Sales","3","Sales Executive","4",1,"3",9,"2","3",9,8,3,7,"No","8K-12K","Bachelor","Very High","Better"
100156,"No",200,22,4319,13,1,29,1,1,"Technical Degree","Male","Married","Non-Travel","Research & Development","2","Manufacturing Director","3",1,"3",10,"1","3",10,7,0,9,"No","3K-5K","Below College","High","Better"
100157,"No",200,31,6132,17,0,51,7,4,"Medical","Male","Married","Travel_Rarely","Research & Development","2","Manufacturing Director","3",2,"3",10,"2","3",1,0,0,0,"No","5K-8K","Masters","High","Better"
100158,"No",200,17,3346,20,1,58,9,3,"Medical","Female","Married","Travel_Rarely","Research & Development","1","Research Scientist","2",4,"4",9,"3","2",1,0,0,0,"Yes","3K-5K","Bachelor","Medium","Good"
100159,"No",200,54,10855,11,1,40,4,4,"Marketing","Male","Married","Travel_Rarely","Sales","3","Sales Executive","4",7,"3",15,"2","2",12,11,2,11,"No","8K-12K","Masters","Very High","Good"
100160,"No",200,11,2231,18,1,34,2,4,"Marketing","Female","Married","Travel_Frequently","Sales","1","Sales Representative","3",6,"3",6,"3","3",4,3,1,2,"No","0-3K","Masters","High","Better"
100161,"No",200,12,2323,24,2,22,19,1,"Medical","Male","Married","Travel_Rarely","Research & Development","1","Research Scientist","4",1,"4",2,"6","3",2,2,2,2,"No","0-3K","Below College","Very High","Better"
100162,"No",200,10,2024,18,1,27,9,3,"Medical","Male","Divorced","Non-Travel","Research & Development","1","Research Scientist","2",6,"3",6,"1","1",2,2,2,2,"No","0-3K","Bachelor","Medium","Bad"
100163,"No",200,14,2713,11,1,28,21,3,"Medical","Male","Married","Travel_Rarely","Research & Development","1","Research Scientist","4",1,"3",5,"2","1",5,2,0,2,"No","0-3K","Bachelor","Very High","Bad"
100164,"No",200,47,9439,16,1,57,24,2,"Life Sciences","Male","Divorced","Travel_Rarely","Research & Development","3","Healthcare Representative","4",3,"3",12,"2","1",5,3,1,4,"Yes","8K-12K","College","Very High","Bad"
100165,"No",200,13,2566,15,1,27,3,3,"Medical","Male","Divorced","Non-Travel","Research & Development","1","Research Scientist","3",1,"3",1,"2","2",1,1,0,1,"Yes","0-3K","Bachelor","High","Good"
100166,"No",200,100,19926,15,0,50,11,3,"Life Sciences","Female","Single","Travel_Rarely","Research & Development","5","Manager","2",3,"3",21,"5","3",5,4,4,4,"No","12K+","Bachelor","Medium","Better"
100167,"No",200,12,2451,12,1,41,14,3,"Life Sciences","Male","Divorced","Travel_Rarely","Research & Development","1","Research Scientist","3",4,"3",13,"2","3",9,8,1,8,"No","0-3K","Bachelor","High","Better"
100168,"No",200,47,9419,12,1,30,5,3,"Life Sciences","Female","Married","Travel_Rarely","Sales","3","Sales Executive","4",2,"3",12,"2","3",10,9,7,4,"No","8K-12K","Bachelor","Very High","Better"
100169,"No",200,43,8686,22,0,38,1,4,"Life Sciences","Female","Single","Travel_Rarely","Sales","2","Sales Executive","4",4,"4",12,"2","4",8,3,0,7,"No","8K-12K","Masters","Very High","Best"
100170,"No",200,15,3038,20,0,32,6,5,"Life Sciences","Male","Single","Travel_Rarely","Research & Development","1","Research Scientist","3",3,"4",8,"2","3",5,4,1,4,"No","3K-5K","Doctor","High","Better"
100171,"No",200,15,3058,16,1,27,17,3,"Technical Degree","Male","Married","Travel_Rarely","Research & Development","1","Research Scientist","2",0,"3",6,"3","2",5,2,1,1,"Yes","3K-5K","Bachelor","Medium","Good"
100172,"Yes",200,12,2325,21,0,19,1,1,"Technical Degree","Female","Single","Travel_Frequently","Sales","1","Sales Representative","1",0,"4",1,"5","4",0,0,0,0,"No","0-3K","Below College","Low","Best"
100173,"No",200,10,2088,12,0,36,3,2,"Medical","Male","Single","Travel_Frequently","Research & Development","1","Laboratory Technician","2",4,"1",13,"3","2",8,7,7,2,"No","0-3K","College","Medium","Good"
100174,"No",200,15,3072,11,2,30,9,3,"Medical","Male","Divorced","Non-Travel","Research & Development","2","Laboratory Technician","1",1,"3",12,"4","3",12,9,6,10,"No","3K-5K","Bachelor","Low","Better"
100175,"No",200,25,5006,11,1,45,4,2,"Life Sciences","Female","Divorced","Travel_Rarely","Sales","2","Sales Executive","1",4,"3",9,"3","4",5,4,0,3,"Yes","5K-8K","College","Low","Best"
100176,"No",200,21,4257,18,1,56,8,3,"Life Sciences","Female","Divorced","Travel_Rarely","Research & Development","1","Research Scientist","1",4,"3",19,"3","3",2,2,2,2,"Yes","3K-5K","Bachelor","Low","Better"
100177,"No",200,13,2500,14,0,33,2,3,"Life Sciences","Male","Single","Travel_Rarely","Research & Development","1","Research Scientist","4",0,"3",4,"2","4",3,1,0,2,"No","0-3K","Bachelor","Very High","Best"
100178,"Yes",200,6,1102,22,0,19,2,3,"Life Sciences","Male","Single","Travel_Rarely","Research & Development","1","Laboratory Technician","4",1,"4",1,"3","2",1,0,1,0,"No","0-3K","Bachelor","Very High","Good"
100179,"No",200,52,10453,25,3,46,1,2,"Marketing","Female","Divorced","Travel_Rarely","Sales","3","Sales Executive","1",1,"3",24,"2","3",24,13,15,7,"No","8K-12K","College","Low","Better"
100180,"No",200,11,2288,12,0,38,9,2,"Life Sciences","Female","Single","Travel_Rarely","Research & Development","1","Laboratory Technician","4",1,"3",2,"3","3",2,2,2,1,"No","0-3K","College","Very High","Better"
100181,"No",200,20,3929,23,1,31,12,1,"Medical","Female","Married","Travel_Rarely","Research & Development","1","Research Scientist","4",8,"4",7,"0","3",4,2,0,2,"Yes","3K-5K","Below College","Very High","Better"
100182,"No",200,12,2311,15,0,34,27,2,"Medical","Female","Single","Travel_Rarely","Research & Development","1","Research Scientist","2",2,"2",9,"3","3",3,2,1,2,"No","0-3K","College","Medium","Better"
100183,"Yes",200,16,3140,22,0,41,20,2,"Marketing","Female","Single","Travel_Rarely","Sales","1","Sales Representative","2",1,"4",4,"5","2",4,3,0,2,"Yes","3K-5K","College","Medium","Good"
100184,"No",200,18,3690,15,1,50,1,3,"Medical","Male","Married","Travel_Rarely","Research & Development","1","Laboratory Technician","3",2,"3",5,"2","2",3,2,0,2,"No","3K-5K","Bachelor","High","Good"
100185,"No",200,22,4450,11,2,53,13,2,"Medical","Female","Divorced","Travel_Rarely","Research & Development","2","Manufacturing Director","1",1,"3",5,"3","3",4,2,1,3,"No","3K-5K","College","Low","Better"
100186,"No",200,14,2756,13,1,33,14,3,"Medical","Female","Married","Travel_Rarely","Research & Development","1","Research Scientist","2",1,"3",8,"5","3",8,7,1,6,"No","0-3K","Bachelor","Medium","Better"
100187,"No",200,95,19033,14,1,40,4,1,"Medical","Female","Married","Travel_Rarely","Research & Development","5","Manager","3",1,"3",21,"2","3",20,8,9,9,"No","12K+","Below College","High","Better"
100188,"No",200,94,18722,11,0,55,14,4,"Medical","Male","Single","Travel_Rarely","Research & Development","5","Research Director","2",8,"3",36,"3","3",24,15,2,15,"No","12K+","Masters","Medium","Better"
100189,"No",200,48,9547,17,0,34,2,1,"Life Sciences","Male","Married","Travel_Frequently","Research & Development","2","Manufacturing Director","3",1,"3",10,"2","2",10,9,1,9,"No","8K-12K","Below College","High","Good"
100190,"No",200,69,13734,18,0,51,3,3,"Medical","Female","Single","Travel_Rarely","Research & Development","4","Healthcare Representative","2",3,"3",21,"6","3",7,7,1,0,"No","12K+","Bachelor","Medium","Better"
100191,"No",200,100,19999,14,1,52,1,4,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","5","Manager","3",0,"3",34,"5","3",33,18,11,9,"No","12K+","Masters","High","Better"
100192,"No",200,11,2279,16,0,27,9,3,"Medical","Female","Single","Travel_Rarely","Research & Development","1","Research Scientist","2",1,"3",7,"2","2",7,7,0,3,"No","0-3K","Bachelor","Medium","Good"
100193,"Yes",200,30,5916,13,0,35,23,2,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","2","Manufacturing Director","3",3,"3",8,"1","3",1,0,0,1,"Yes","5K-8K","College","High","Better"
100194,"No",200,10,2089,14,3,43,7,3,"Medical","Male","Divorced","Non-Travel","Research & Development","1","Research Scientist","4",4,"3",7,"3","4",5,4,2,2,"No","0-3K","Bachelor","Very High","Best"
100195,"No",200,84,16792,23,1,45,2,2,"Medical","Male","Married","Non-Travel","Research & Development","4","Manager","4",9,"4",22,"1","3",20,8,11,8,"No","12K+","College","Very High","Better"
100196,"No",200,18,3564,12,1,37,21,3,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","1","Research Scientist","1",1,"3",8,"3","2",8,7,1,7,"Yes","3K-5K","Bachelor","Low","Good"
100197,"No",200,22,4425,11,0,35,2,3,"Medical","Female","Single","Travel_Frequently","Research & Development","2","Laboratory Technician","2",5,"3",10,"5","3",6,2,1,2,"No","3K-5K","Bachelor","Medium","Better"
100198,"No",200,26,5265,16,1,42,21,2,"Medical","Female","Divorced","Non-Travel","Research & Development","2","Manufacturing Director","3",2,"3",11,"5","3",5,3,0,2,"No","5K-8K","College","High","Better"
100199,"No",200,33,6553,14,0,38,2,4,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","2","Manufacturing Director","3",9,"3",14,"3","3",1,0,0,0,"No","5K-8K","Masters","High","Better"
100200,"No",200,31,6261,18,1,38,29,3,"Technical Degree","Male","Married","Travel_Rarely","Research & Development","2","Manufacturing Director","4",3,"3",9,"3","1",7,7,1,7,"No","5K-8K","Bachelor","Very High","Bad"
100201,"No",200,21,4298,19,1,27,1,1,"Technical Degree","Male","Married","Travel_Frequently","Research & Development","2","Manufacturing Director","1",5,"3",6,"1","3",2,2,2,0,"No","3K-5K","Below College","Low","Better"
100202,"No",200,34,6804,15,2,49,18,4,"Life Sciences","Male","Divorced","Non-Travel","Research & Development","2","Manufacturing Director","4",1,"3",7,"0","3",7,7,1,7,"Yes","5K-8K","Masters","Very High","Better"
100203,"No",200,19,3815,17,1,34,10,4,"Medical","Male","Divorced","Travel_Frequently","Research & Development","1","Research Scientist","3",1,"3",5,"4","4",5,3,2,0,"Yes","3K-5K","Masters","High","Best"
100204,"No",200,14,2741,15,1,40,19,2,"Medical","Male","Married","Travel_Rarely","Research & Development","2","Laboratory Technician","4",8,"3",15,"2","4",7,2,3,7,"Yes","0-3K","College","Very High","Best"
100205,"Yes",200,33,6673,19,0,38,29,1,"Medical","Male","Married","Travel_Rarely","Research & Development","2","Healthcare Representative","1",7,"3",17,"2","3",1,0,0,0,"Yes","5K-8K","Below College","Low","Better"
100206,"Yes",200,38,7639,22,3,29,27,3,"Marketing","Female","Married","Travel_Rarely","Sales","3","Sales Executive","4",1,"4",10,"3","2",10,4,1,9,"No","5K-8K","Bachelor","Very High","Good"
100207,"No",200,12,2328,16,1,22,5,3,"Life Sciences","Male","Divorced","Travel_Rarely","Research & Development","1","Research Scientist","2",1,"3",4,"2","2",4,2,2,2,"Yes","0-3K","Bachelor","Medium","Good"
100208,"No",200,11,2153,13,0,36,18,1,"Medical","Female","Single","Travel_Frequently","Research & Development","1","Laboratory Technician","4",1,"3",8,"2","3",8,1,1,7,"No","0-3K","Below College","Very High","Better"
100209,"No",200,24,4876,14,1,40,9,5,"Life Sciences","Male","Married","Non-Travel","Research & Development","2","Healthcare Representative","4",9,"3",5,"5","1",3,2,0,2,"No","3K-5K","Doctor","Very High","Bad"
100210,"No",200,47,9396,16,1,46,1,4,"Medical","Male","Divorced","Travel_Rarely","Research & Development","3","Healthcare Representative","1",7,"3",17,"3","3",4,2,0,3,"No","8K-12K","Masters","Low","Better"
100211,"Yes",200,52,10400,11,0,32,4,4,"Medical","Male","Married","Travel_Rarely","Sales","3","Sales Executive","4",1,"3",14,"2","2",14,8,9,8,"No","8K-12K","Masters","Very High","Good"
100212,"No",200,42,8474,22,0,30,1,1,"Life Sciences","Male","Single","Non-Travel","Research & Development","3","Manufacturing Director","3",1,"4",12,"2","3",11,8,5,8,"No","8K-12K","Below College","High","Better"
100213,"No",200,50,9981,14,0,27,20,3,"Life Sciences","Female","Single","Travel_Frequently","Sales","2","Sales Executive","3",1,"3",7,"2","3",7,7,0,7,"No","8K-12K","Bachelor","High","Better"
100214,"No",200,62,12490,16,2,51,8,4,"Life Sciences","Male","Married","Travel_Rarely","Research & Development","3","Research Director","2",5,"1",16,"5","1",10,9,4,7,"No","12K+","Masters","Medium","Bad"
100215,"Yes",200,13,2657,11,0,30,3,3,"Technical Degree","Female","Single","Travel_Rarely","Research & Development","1","Research Scientist","1",5,"3",8,"5","3",5,2,0,4,"Yes","0-3K","Bachelor","Low","Better"
100216,"No",200,68,13591,18,0,41,6,3,"Life Sciences","Female","Single","Travel_Rarely","Sales","3","Manager","4",3,"3",16,"3","3",1,0,0,0,"Yes","12K+","Bachelor","Very High","Better"
100217,"Yes",200,33,6696,15,0,30,26,4,"Marketing","Female","Single","Travel_Frequently","Sales","2","Sales Executive","1",5,"3",9,"5","2",6,3,0,1,"No","5K-8K","Masters","Low","Good"
100218,"Yes",200,10,2058,14,0,29,1,3,"Technical Degree","Male","Single","Travel_Rarely","Research & Development","1","Research Scientist","3",0,"3",7,"1","2",6,2,1,5,"No","0-3K","Bachelor","High","Good"
100219,"No",200,44,8865,12,0,45,6,3,"Medical","Female","Single","Non-Travel","Sales","3","Sales Executive","4",6,"3",23,"2","3",19,7,12,8,"No","8K-12K","Bachelor","Very High","Better"
100220,"No",200,30,5940,14,1,54,3,3,"Marketing","Female","Married","Travel_Rarely","Sales","2","Sales Executive","1",2,"3",16,"4","3",6,2,0,5,"No","5K-8K","Bachelor","Low","Better"
100221,"No",200,30,5914,16,0,36,5,2,"Life Sciences","Male","Single","Travel_Rarely","Research & Development","2","Laboratory Technician","2",8,"3",16,"3","4",13,11,3,7,"No","5K-8K","College","Medium","Best"
100222,"No",200,13,2622,21,0,33,4,4,"Medical","Female","Married","Travel_Rarely","Research & Development","1","Research Scientist","2",6,"4",7,"3","3",3,2,1,1,"No","0-3K","Masters","Medium","Better"
100223,"No",200,61,12185,14,3,37,11,3,"Other","Male","Divorced","Travel_Frequently","Research & Development","3","Research Director","4",1,"3",10,"1","3",10,8,0,7,"Yes","12K+","Bachelor","Very High","Better"
